STATION_ZONE,STATION_DIV,STATION_CODE,STATION_NAME,amenities1,amenities2,ALL_AMENITIES,TOTAL_AMENITIES
EO,WAT,SUKU,SUKU,[],[],[],0
WR,RJT,SUNR,SURENDRANAGAR,['Drinking Water'],"['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Drinking Water', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",5
EO,WAT,SUP,SHRUNGAVARAPUKOTA,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
CR,SUR,SUR,SOLAPUR,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",10
ER,ASN,SURI,SIURI,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NW,JP,SURL,SURELI,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NF,RNY,SUZ,SUBANSIRI,[],[],[],0
NE,BSB,SV,SIWAN JN.,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",12
WC,KOTA,SVA,SUWASRA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SC,NED,SVD,SARWARI,[],[],[],0
NR,FZR,SVDK,S M V D KATRA,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",11
CR,SUR,SVG,SAWALGI,[],[],[],0
SR,MDU,SVGA,SIVAGANGA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
ER,SDAH,SVH,SONADANGA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
CR,PUNE,SVJR,SHIVAJI NAGAR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WR,BVP,SVKD,SAVARKUNDLA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SR,MDU,SVKS,SIVAKASI,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SW,UBL,SVM,SANVORDEM CHUCH,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SW,UBL,SVNR,SAVANUR,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
WC,BPL,SVPI,SHIVPURI,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SR,MDU,SVPR,SRIVILLIPUTTUR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NF,APDJ,SVQ,SIVOK,[],['AC Lounge'],['AC Lounge'],1
ER,MLDT,SVRP,SHIVNARAYANPUR,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
SR,MDU,SVV,SRIVAIKUNTAM,[],['Wheelchair Access(3)'],['Wheelchair Access(3)'],1
KR,RN,SVX,SAVARDA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NE,LJN,SWA,SAHJANWA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NC,JHS,SWC,SHIVRAMPUR,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NF,RNY,SWJ,SIAJULI,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
WC,KOTA,SWM,SAWAI MADHOPUR JN.,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",10
NW,BKN,SWNI,SIWANI,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
NR,LKO,SWPR,SEWAPURI,[],"['AC Lounge', 'Wheelchair Access(4)']","['AC Lounge', 'Wheelchair Access(4)']",2
SE,CKP,SWR,SONUA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
KR,RN,SWV,SAWANTWADI ROAD,['Drinking Water'],"['Wheelchair Access(10)', 'Sanitary Product']","['Drinking Water', 'Wheelchair Access(10)', 'Sanitary Product']",3
SR,SA,SXT,SALEM TOWN,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SR,TPJ,SY,SIRKAZHI,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WC,JBP,SYA,SALAIA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NR,LKO,SYC,SARAI CHANDI,[],['AC Lounge'],['AC Lounge'],1
WC,KOTA,SYL,SALPURA,[],['Wheelchair Access(4)'],['Wheelchair Access(4)'],1
SC,GNT,SYM,SAVALYAPURAM,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
WR,BRC,SYN,SAYAN,[],['Wheelchair Access(5)'],['Wheelchair Access(5)'],1
NC,PRYJ,SYWN,SAIYID SARAWAN,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SB,R,SZB,SARONA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NR,DLI,SZM,SUBZI MANDI,[],"['Wheelchair Access(10)', 'Sanitary Product']","['Wheelchair Access(10)', 'Sanitary Product']",2
NF,LMG,SZR,SARUPATHAR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SR,PGT,TA,TANUR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SC,SC,TAA,TADALA PUSAPALLI,[],['AC Lounge'],['AC Lounge'],1
SR,MAS,TADA,TADA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
WR,RTM,TAN,TARANA ROAD,[],"['AC Lounge', 'Wheelchair Access(2)']","['AC Lounge', 'Wheelchair Access(2)']",2
SE,ADRA,TAO,TAMNA,[],"['AC Lounge', 'Wheelchair Access(3)']","['AC Lounge', 'Wheelchair Access(3)']",2
EO,KUR,TAP,TAPANG,[],[],[],0
NR,UMB,TAPA,TAPA,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
SE,CKP,TATA,TATANAGAR JN.,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",12
CR,PUNE,TAZ,TARGAON,[],['Wheelchair Access(5)'],['Wheelchair Access(5)'],1
ER,HWH,TBAE,TRIBENI,[],[],[],0
NF,RNY,TBH,TATIBAHAR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SR,MAS,TBM,TAMBARAM,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",11
WC,BPL,TBN,TIMARNI,[],['Wheelchair Access(8)'],['Wheelchair Access(8)'],1
NC,JHS,TBT,TALBAHAT,[],"['AC Lounge', 'Wheelchair Access(10)']","['AC Lounge', 'Wheelchair Access(10)']",2
SW,SBC,TCL,TYAKAL,[],[],[],0
SR,MDU,TCN,TIRUCHENDUR,"['Waiting Room', 'Drinking Water']",['Wheelchair Access(10)'],"['Waiting Room', 'Drinking Water', 'Wheelchair Access(10)']",3
SR,TVC,TCR,THRISUR,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",10
SC,BZA,TDD,TADEPALLIGUDEM,"['Waiting Room', 'Drinking Water', 'Food Stalls']","['Wheelchair Access(10)', 'Sanitary Product']","['Waiting Room', 'Drinking Water', 'Food Stalls', 'Wheelchair Access(10)', 'Sanitary Product']",5
NC,PRYJ,TDL,TUNDLA JN.,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",11
ER,MLDT,TDLE,TILDANGA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SR,MDU,TDN,TIRUPARANKUNDRAM,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NR,FZR,TDO,TANDA-URMAR,[],['Wheelchair Access(6)'],['Wheelchair Access(6)'],1
SR,TPJ,TDPR,TIRUPPADIRIPPULIYUR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SC,SC,TDU,TANDUR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
EC,DNR,TEA,TAREGNA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
EO,WAT,TEK,TEKKALI PH,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
SC,BZA,TEL,TENALI JN.,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",10
EC,DHN,TELO,TELO,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
ER,MLDT,TELY,TELIA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SR,MDU,TEN,TIRUNELVELI,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",10
SR,MDU,TENI,TENI,[],"['AC Lounge', 'Wheelchair Access(10)']","['AC Lounge', 'Wheelchair Access(10)']",2
EC,DHN,TET,TETULMARI,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
NF,KIR,TETA,TELTA,[],['Wheelchair Access(3)'],['Wheelchair Access(3)'],1
NF,APDJ,TFGN,TUFANGANJ,[],['Wheelchair Access(5)'],['Wheelchair Access(5)'],1
EC,SEE,TGA,TEGHRA,[],"['AC Lounge', 'Wheelchair Access(1)']","['AC Lounge', 'Wheelchair Access(1)']",2
SC,GTL,TGL,TUGGALI,[],[],[],0
CR,PUNE,TGN,TALEGAON,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
CR,NGP,TGP,TULJAPUR,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SB,BSP,TGQ,TENGANMADA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
EO,KUR,TGRL,TANGIRIAPAL,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SC,BZA,TGU,TARIGOPPULA,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
NE,LJN,TH,TINICH,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
EC,DNR,THA,TEHTA,[],['AC Lounge'],['AC Lounge'],1
WR,RJT,THAN,THAN JN.,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
EC,SEE,THB,THANA BIHPUR JN.,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WR,RTM,THDR,THANDLA ROAD,[],['Wheelchair Access(5)'],['Wheelchair Access(5)'],1
NE,BSB,THE,THAWE JN,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WC,KOTA,THEA,THALERA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SW,MYS,THKU,TALAKU,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
ER,SDAH,THP,TAHERPUR,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
EO,SBP,THV,THERUBALI,[],['Wheelchair Access(8)'],['Wheelchair Access(8)'],1
KR,KAWR,THVM,THIVIM,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",12
NR,LKO,THWM,TAPESHWARNATH D,[],[],[],0
EC,DNR,TIA,TILAIYA,[],['Wheelchair Access(7)'],['Wheelchair Access(7)'],1
NW,BKN,TIBI,TIBI,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
EO,SBP,TIG,TITLAGARH,"['Waiting Room', 'Drinking Water']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Waiting Room', 'Drinking Water', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",7
NF,RNY,TIHU,TIHU,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
SR,PGT,TIR,TIRUR,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",10
SE,RNC,TIS,TATISILWAI,[],['Wheelchair Access(8)'],['Wheelchair Access(8)'],1
WR,BCT,TISI,TISI,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
ER,HWH,TIT,TALIT,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
EO,WAT,TIU,TILARU,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NW,JU,TIW,TIVARI,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SR,TPJ,TJ,THANJAVUR JN,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",10
WR,RTM,TJP,TAJPUR,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SW,SBC,TK,TUMAKURU,"['Waiting Room', 'Drinking Water']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Waiting Room', 'Drinking Water', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",6
NC,JHS,TKA,TEHARKA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SE,ADRA,TKB,TUPKADIH,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
NR,DLI,TKD,TUGALAKABAD,[],['Wheelchair Access(3)'],['Wheelchair Access(3)'],1
SW,MYS,TKE,TARIKERE,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NF,KIR,TKG,THAKURGANJ,[],"['AC Lounge', 'Wheelchair Access(10)']","['AC Lounge', 'Wheelchair Access(10)']",2
SE,KGP,TKH,THAKURTOLA P.H,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
WR,BCT,TKHE,TAKARKHEDA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NR,DLI,TKJ,TILAK BRIDGE,[],['Wheelchair Access(7)'],['Wheelchair Access(7)'],1
NC,JHS,TKMG,TIKAMGARH,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
EC,DHN,TKN,TANKUPPA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SR,PGT,TKQ,TRIKARPUR,[],['Wheelchair Access(7)'],['Wheelchair Access(7)'],1
CR,PUNE,TKR,TAKARI,[],['Wheelchair Access(4)'],['Wheelchair Access(4)'],1
EO,WAT,TKRI,TIKIRI,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SC,GTL,TKU,TANAKALLU,[],[],[],0
WC,JBP,TKYR,TIKARIA,[],[],[],0
NW,JU,TLC,TALCHHAPAR,[],"['AC Lounge', 'Wheelchair Access(5)']","['AC Lounge', 'Wheelchair Access(5)']",2
SB,R,TLD,TILDA-NEORA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SE,ADRA,TLE,TALGORIA,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
SW,MYS,TLGP,TALGUPPA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NR,MB,TLH,TILHAR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
EO,KUR,TLHD,TALCHER ROAD,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
EO,KUR,TLHR,TALCHER,[],"['AC Lounge', 'Wheelchair Access(10)']","['AC Lounge', 'Wheelchair Access(10)']",2
NW,BKN,TLI,TALWARA JHIL,[],[],[],0
SR,MAS,TLM,TIRUSULAM,[],['Wheelchair Access(3)'],['Wheelchair Access(3)'],1
NF,LMG,TLMR,TELIAMURA,[],['Wheelchair Access(3)'],['Wheelchair Access(3)'],1
NE,LJN,TLR,TULSIPUR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SC,GNT,TLU,TARLUPADU,[],['Wheelchair Access(5)'],['Wheelchair Access(5)'],1
WC,BPL,TLV,TALVADYA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SR,PGT,TLY,THALASSERY,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",10
EC,SPJ,TMA,TAMURIA,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
EO,WAT,TMB,TEMBURU,[],[],[],0
SR,MDU,TME,TUTIMELUR,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
EO,KUR,TMKA,TOMKA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SR,MDU,TML,TENMALAI,[],['Wheelchair Access(3)'],['Wheelchair Access(3)'],1
SR,MDU,TMQ,TIRUMANGALAM,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SB,NAG,TMR,TUMSAR ROAD,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SR,MAS,TMV,TINDIVANAM,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SC,HYB,TMX,TIMMAPUR,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SE,KGP,TMZ,TAMLUK,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SR,MDU,TN,TUTICORIN,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",9
CR,CSTM,TNA,THANE,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",10
SW,UBL,TNGL,TORANAGALLU JN.,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SC,BZA,TNKU,TANUKU,['Drinking Water'],"['Wheelchair Access(10)', 'Sanitary Product']","['Drinking Water', 'Wheelchair Access(10)', 'Sanitary Product']",3
NF,RNY,TNL,TANGLA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SR,TPJ,TNM,TIRUVANNAMALAI,[],"['Wheelchair Access(10)', 'Sanitary Product']","['Wheelchair Access(10)', 'Sanitary Product']",2
SC,BZA,TNR,TANGUTURU,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
WR,ADI,TOD,TALOD,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NE,BSB,TOI,TAMKUHI ROAD,[],"['AC Lounge', 'Wheelchair Access(10)']","['AC Lounge', 'Wheelchair Access(10)']",2
EC,DHN,TORI,TORI,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SR,TPJ,TP,TIRUCHCHIRAPALLI FOR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
ER,HWH,TPF,TARAPITH ROAD,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
ER,MLDT,TPH,TINPAHAR JN.,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SR,TPJ,TPJ,TIRUCHCHIRAPPALLI JN,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",10
SR,SA,TPT,TIRUPATTUR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SR,TPJ,TPTN,TIRUCHCHIRAPPALLI TO,[],['Wheelchair Access(3)'],['Wheelchair Access(3)'],1
SC,GTL,TPTY,TIRUPATI,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",10
NE,IZN,TPU,TANAKPUR,['Drinking Water'],['Wheelchair Access(10)'],"['Drinking Water', 'Wheelchair Access(10)']",2
NR,DLI,TPZ,TAPRI JN.,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NR,LKO,TQA,TAKIA,[],['Wheelchair Access(3)'],['Wheelchair Access(3)'],1
NF,RNY,TQM,TELAM,[],['Wheelchair Access(8)'],['Wheelchair Access(8)'],1
SE,RNC,TRAN,TORANG,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SR,TPJ,TRB,TIRUVERUMBUR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SR,TPJ,TRK,TIRUKKOVILUR,[],['Wheelchair Access(9)'],['Wheelchair Access(9)'],1
EO,SBP,TRKR,TUREKALA ROAD,[],[],[],0
SR,MAS,TRL,TIRUVALLUR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SB,NAG,TRO,TIRORA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NR,DLI,TRR,TARAORI,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SR,MAS,TRT,TIRUTTANI,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SR,TVC,TRTR,TRIPUNITURA,['Drinking Water'],"['Wheelchair Access(10)', 'Sanitary Product']","['Drinking Water', 'Wheelchair Access(10)', 'Sanitary Product']",3
SR,TVC,TRVL,TIRUVALLA,"['Waiting Room', 'Drinking Water']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Waiting Room', 'Drinking Water', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",6
NW,BKN,TSD,TAHSIL BHADRA,[],['Wheelchair Access(9)'],['Wheelchair Access(9)'],1
NE,LJN,TSF,TAHSIL FATEHPUR,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SR,MDU,TSI,TENKASI JN.,"['Waiting Room', 'Drinking Water']","['Wheelchair Access(10)', 'Sanitary Product']","['Waiting Room', 'Drinking Water', 'Wheelchair Access(10)', 'Sanitary Product']",4
NF,TSK,TSK,TINSUKIA JN.,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
